subjID,cost,goal,exptPart,trialNumber,roleCurrent,marblesSampled,probRed,lambda,drawnRed,reportedRed,inferredRed,playerTrialScore,oppTrialScore,playerTotalScore,oppTotalScore,waitTime,responseTime,catchQuestion,catchKey,catchResponse,catchTime,trialTime
sona-36012,unif,over,practice,1,sender,100,0.5,5,15,15,10,0,-5,0,-5,2644.7529729386188,1642495101368,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)? ",15,14,1642495101369,0
sona-36012,unif,over,practice,2,receiver,100,0.5,5,59,63,74,-15,15,-15,10,5275.742649411201,1642495180367,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",63,63,1642495180367,0
sona-36012,unif,over,trial,1,sender,100,0.5,5,70,60,55,0,-15,0,-15,3131.87587535958,1642495213060,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642495180367,0
sona-36012,unif,over,trial,2,receiver,100,0.5,5,65,73,60,-5,0,-5,-15,6332.927469260756,1642495227806,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642495180367,0
sona-36012,unif,over,trial,3,sender,100,0.5,5,61,61,55,0,-6,-5,-21,3163.7982003716434,1642495244116,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642495180367,0
sona-36012,unif,over,trial,4,receiver,100,0.5,5,53,56,12,-41,0,-46,-21,5435.209342451155,1642495256348,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642495180367,0
sona-36012,unif,over,trial,5,sender,100,0.5,5,72,72,68,0,-4,-46,-25,2825.216864872982,1642495264650,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642495264650,0
sona-36012,unif,over,trial,6,receiver,100,0.5,5,49,54,40,-9,0,-55,-25,6978.582679525906,1642495281654,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642495264650,0
sona-36012,unif,over,trial,7,sender,100,0.5,5,50,50,45,0,-5,-55,-30,2797.893463695737,1642495307209,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642495264650,0
sona-36012,unif,over,trial,8,receiver,100,0.5,5,61,68,60,-1,0,-56,-30,7110.6174110177835,1642495321887,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642495264650,0
sona-36012,unif,over,trial,9,sender,100,0.5,5,90,90,84,0,-6,-56,-36,2216.7143090712552,1642495337308,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642495264650,0
sona-36012,unif,over,trial,10,receiver,100,0.5,5,76,85,90,-14,14,-70,-22,5554.449434868965,1642495354397,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642495354397,0
sona-36012,unif,over,trial,11,sender,100,0.5,5,58,39,32,0,-26,-70,-48,2221.642775416117,1642495411377,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642495354397,0
sona-36012,unif,over,trial,12,receiver,100,0.5,5,85,90,70,-15,0,-85,-48,5442.712475796936,1642495441173,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642495354397,0
sona-36012,unif,over,trial,13,sender,100,0.5,5,56,56,51,0,-5,-85,-53,2617.0442242441386,1642495470723,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642495354397,0
sona-36012,unif,over,trial,14,receiver,100,0.5,5,54,58,70,-16,16,-101,-37,6478.537496245973,1642495487914,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",58,80,1642495487914,0
sona-36012,unif,over,trial,15,sender,100,0.5,5,43,43,35,0,-8,-101,-45,2258.860847975836,1642495539475,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642495539475,0
sona-36012,unif,over,trial,16,receiver,100,0.5,5,29,34,34,-5,5,-106,-40,7207.099742579102,1642495614172,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642495539475,0
sona-36012,unif,over,trial,17,sender,100,0.5,5,67,67,64,0,-3,-106,-43,2662.894338333539,1642495624237,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642495539475,0
sona-36012,unif,over,trial,18,receiver,100,0.5,5,33,35,35,-2,2,-108,-41,5145.000508716643,1642495634929,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642495539475,0
sona-36012,unif,over,trial,19,sender,100,0.5,5,83,83,80,0,-3,-108,-44,2732.479908663653,1642495661593,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642495539475,0
sona-36012,unif,over,trial,20,receiver,100,0.5,5,32,38,38,-6,6,-114,-38,6366.029626103917,1642495672448,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642495672449,0
sona-36012,unif,over,trial,21,sender,100,0.5,5,43,57,52,9,-9,-105,-47,2181.767543683027,1642495699096,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642495672449,0
sona-36012,unif,over,trial,22,receiver,100,0.5,5,14,18,27,-13,13,-118,-34,5448.076746153451,1642495713961,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642495672449,0
sona-36012,unif,over,trial,23,sender,100,0.5,5,67,69,66,0,-1,-118,-35,2603.2309240563195,1642495758275,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642495672449,0
sona-36012,unif,over,trial,24,receiver,100,0.5,5,71,77,76,-5,5,-123,-30,5345.344168416876,1642495775579,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642495672449,0
sona-36012,unif,over,trial,25,sender,100,0.5,5,54,53,49,0,-5,-123,-35,2279.1616733775963,1642495786256,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642495786256,0
sona-36012,unif,over,trial,26,receiver,100,0.5,5,74,83,83,-9,9,-132,-26,5298.59483487352,1642495798110,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642495786256,0
sona-36012,unif,over,trial,27,sender,100,0.5,5,33,35,30,0,-3,-132,-29,3209.0435790047964,1642495815637,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642495786256,0
sona-36012,unif,over,trial,28,receiver,100,0.5,5,31,38,36,-5,5,-137,-24,5170.0804709861095,1642495824452,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642495786256,0
sona-36012,unif,over,trial,29,sender,100,0.5,5,50,50,48,0,-2,-137,-26,2116.1452831462966,1642495839587,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)? ",50,50,1642495839587,0
sona-36012,unif,over,trial,30,receiver,100,0.5,5,28,36,36,-8,8,-145,-18,5707.183078295071,1642495857777,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)? ",-1,-1,1642495857777,0
sona-36012,unif,over,trial,31,sender,100,0.5,5,25,26,23,0,-2,-145,-20,2361.919912640188,1642495883720,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)? ",-1,-1,1642495857777,0
sona-36012,unif,over,trial,32,receiver,100,0.5,5,42,45,43,-1,1,-146,-19,6572.451810676189,1642495899344,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)? ",-1,-1,1642495857777,0
sona-36012,unif,over,trial,33,sender,100,0.5,5,67,71,65,0,-2,-146,-21,2543.846808092445,1642495923148,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)? ",67,71,1642495923148,0
sona-36012,unif,over,trial,34,receiver,100,0.5,5,58,63,63,-5,5,-151,-16,7323.8161854164255,1642495956553,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)? ",-1,-1,1642495923148,0
sona-36012,unif,over,trial,35,sender,100,0.5,5,51,50,43,0,-8,-151,-24,2965.3741687410857,1642495979272,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)? ",51,50,1642495979272,0
sona-36012,unif,over,trial,36,receiver,100,0.5,5,60,62,62,-2,2,-153,-22,6962.653850814937,1642496012423,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)? ",-1,-1,1642495979272,0
sona-36012,unif,over,trial,37,sender,100,0.5,5,44,44,41,0,-3,-153,-25,3174.070601510932,1642496033059,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)? ",-1,-1,1642495979272,0
sona-36012,unif,over,trial,38,receiver,100,0.5,5,62,65,65,-3,3,-156,-22,5300.681436993646,1642496042098,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)? ",-1,-1,1642495979272,0
sona-36012,unif,over,trial,39,sender,100,0.5,5,50,48,42,0,-8,-156,-30,2698.934748104875,1642496065808,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)? ",-1,-1,1642495979272,0
sona-36012,unif,over,trial,40,receiver,100,0.5,5,46,50,50,-4,4,-160,-26,5643.691879627364,1642496078479,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)? ",-1,-1,1642496078480,0
sona-36012,unif,over,trial,41,sender,100,0.5,5,53,54,49,0,-4,-160,-30,2930.3594744696284,1642496094240,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)? ",-1,-1,1642496078480,0
sona-36012,unif,over,trial,42,receiver,100,0.5,5,78,82,80,-2,2,-162,-28,7251.580020299482,1642496105075,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",82,72,1642496105075,0
sona-36012,unif,over,trial,43,sender,100,0.5,5,39,38,34,0,-5,-162,-33,2847.0788938729916,1642496136180,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642496105075,0
sona-36012,unif,over,trial,44,receiver,100,0.5,5,23,23,23,0,0,-162,-33,5880.726745644851,1642496146315,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642496105075,0
sona-36012,unif,over,trial,45,sender,100,0.5,5,62,62,54,0,-8,-162,-41,2851.797258364737,1642496157560,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642496157560,0
sona-36012,unif,over,trial,46,receiver,100,0.5,5,33,38,38,-5,5,-167,-36,6783.87297669542,1642496171028,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642496157560,0
sona-36012,unif,over,trial,47,sender,100,0.5,5,78,78,71,0,-7,-167,-43,2187.003554818056,1642496185506,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642496157560,0
sona-36012,unif,over,trial,48,receiver,100,0.5,5,70,73,70,0,0,-167,-43,7223.262459242468,1642496207972,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642496157560,0
sona-36012,unif,over,trial,49,sender,100,0.5,5,80,80,78,0,-2,-167,-45,3013.069761282869,1642496227697,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)? ",80,60,1642496227698,0
sona-36012,unif,over,trial,50,receiver,100,0.5,5,16,23,20,-4,4,-171,-41,7453.07454467458,1642496269404,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",23,69,1642496269405,0
sona-36012,unif,over,trial,51,sender,100,0.5,5,34,35,27,0,-7,-171,-48,2554.474044521855,1642496308185,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642496269405,0
sona-36012,unif,over,trial,52,receiver,100,0.5,5,72,77,69,-3,0,-174,-48,5840.057940527697,1642496334057,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642496269405,0
sona-36012,unif,over,trial,53,sender,100,0.5,5,70,69,62,0,-8,-174,-56,2450.6131885275126,1642496348670,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642496269405,0
sona-36012,unif,over,trial,54,receiver,100,0.5,5,81,84,88,-7,7,-181,-49,6283.827729742725,1642496369955,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642496269405,0
sona-36012,unif,over,trial,55,sender,100,0.5,5,58,58,53,0,-5,-181,-54,3089.750184219466,1642496380753,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642496380753,0
sona-36012,unif,over,trial,56,receiver,100,0.5,5,52,63,67,-15,15,-196,-39,7053.085076062081,1642496397899,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642496380753,0
sona-36012,unif,over,trial,57,sender,100,0.5,5,23,39,33,10,-10,-186,-49,2491.586488971755,1642496425437,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642496380753,0
sona-36012,unif,over,trial,58,receiver,100,0.5,5,61,71,72,-11,11,-197,-38,6179.904581626029,1642496438042,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642496380753,0
sona-36012,unif,over,trial,59,sender,100,0.5,5,53,54,48,0,-5,-197,-43,2170.4220943958726,1642496458860,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642496380753,0
sona-36012,unif,over,trial,60,receiver,100,0.5,5,36,42,40,-4,4,-201,-39,5851.6060762711195,1642496486081,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642496486081,0
sona-36012,unif,over,trial,61,sender,100,0.5,5,36,36,32,0,-4,-201,-43,2689.0988621547076,1642496508316,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642496486081,0
sona-36012,unif,over,trial,62,receiver,100,0.5,5,56,59,60,-4,4,-205,-39,5394.467090807233,1642496517418,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",59,42,1642496517418,0
sona-36012,unif,over,trial,63,sender,100,0.5,5,62,61,56,0,-6,-205,-45,2234.3560495086613,1642496557894,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642496517418,0
sona-36012,unif,over,trial,64,receiver,100,0.5,5,46,54,55,-9,9,-214,-36,7430.209528243174,1642496570012,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642496517418,0
sona-36012,unif,over,trial,65,sender,100,0.5,5,74,74,68,0,-6,-214,-42,2151.9071872550558,1642496593934,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642496593934,0
sona-36012,unif,over,trial,66,receiver,100,0.5,5,39,41,43,-4,4,-218,-38,7397.60146794845,1642496606339,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642496593934,0
sona-36012,unif,over,trial,67,sender,100,0.5,5,31,32,27,0,-4,-218,-42,3096.5431901599554,1642496636544,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642496593934,0
sona-36012,unif,over,trial,68,receiver,100,0.5,5,62,66,68,-6,6,-224,-36,5663.05927419172,1642496646824,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642496593934,0
sona-36012,unif,over,trial,69,sender,100,0.5,5,40,41,38,0,-2,-224,-38,2802.2892139532437,1642496685301,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642496593934,0
sona-36012,unif,over,trial,70,receiver,100,0.5,5,45,53,63,-18,18,-242,-20,7240.6114450556815,1642496696176,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642496696176,0
sona-36012,unif,over,trial,71,sender,100,0.5,5,22,23,19,0,-3,-242,-23,2327.70946394611,1642496709326,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642496696176,0
sona-36012,unif,over,trial,72,receiver,100,0.5,5,32,38,42,-10,10,-252,-13,6882.138714954203,1642496720953,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642496696176,0
sona-36012,unif,over,trial,73,sender,100,0.5,5,72,72,67,0,-5,-252,-18,2365.2130901732207,1642496740264,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642496696176,0
sona-36012,unif,over,trial,74,receiver,100,0.5,5,60,65,62,-2,2,-254,-16,6793.6774305968465,1642496770555,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642496696176,0
sona-36012,unif,over,trial,75,sender,100,0.5,5,93,93,87,0,-6,-254,-22,2679.8668718640356,1642496825202,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642496825202,0
sona-36012,unif,over,trial,76,receiver,100,0.5,5,88,93,92,-4,4,-258,-18,6796.08648303729,1642496863630,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642496825202,0
sona-36012,unif,over,trial,77,sender,100,0.5,5,24,25,20,0,-4,-258,-22,2289.010901036893,1642496874792,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642496825202,0
sona-36012,unif,over,trial,78,receiver,100,0.5,5,26,30,32,-6,6,-264,-16,6447.69477580893,1642496884958,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642496825202,0
sona-36012,unif,over,trial,79,sender,100,0.5,5,71,71,64,0,-7,-264,-23,3231.848958679052,1642496905336,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642496825202,0
sona-36012,unif,over,trial,80,receiver,100,0.5,5,50,55,58,-8,8,-272,-15,7319.523569978367,1642496917451,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642496917451,0
sona-36012,unif,over,trial,81,sender,100,0.5,5,60,60,50,0,-10,-272,-25,3172.4975438295933,1642496944510,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642496917451,0
sona-36012,unif,over,trial,82,receiver,100,0.5,5,78,83,80,-2,2,-274,-23,6520.486071042412,1642496955232,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642496917451,0
sona-36012,unif,over,trial,83,sender,100,0.5,5,60,59,54,0,-6,-274,-29,2815.784529184969,1642497004568,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642496917451,0
sona-36012,unif,over,trial,84,receiver,100,0.5,5,38,43,43,-5,5,-279,-24,7417.318259894445,1642497016818,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642496917451,0
sona-36012,unif,over,trial,85,sender,100,0.5,5,58,53,49,0,-9,-279,-33,2187.137034568456,1642497062850,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)? ",58,53,1642497062850,0
sona-36012,unif,over,trial,86,receiver,100,0.5,5,44,51,52,-8,8,-287,-25,7068.477079216101,1642497088307,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)? ",-1,-1,1642497062850,0
sona-36012,unif,over,trial,87,sender,100,0.5,5,66,67,63,0,-3,-287,-28,2846.126445202802,1642497097001,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)? ",-1,-1,1642497062850,0
sona-36012,unif,over,trial,88,receiver,100,0.5,5,19,22,23,-4,4,-291,-24,6102.902997308291,1642497106388,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)? ",-1,-1,1642497062850,0
sona-36012,unif,over,trial,89,sender,100,0.5,5,63,63,61,0,-2,-291,-26,2278.3427629591683,1642497113417,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)? ",-1,-1,1642497062850,0
sona-36012,unif,over,trial,90,receiver,100,0.5,5,31,34,34,-3,3,-294,-23,5220.050169484125,1642497122343,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)? ",-1,-1,1642497122343,0
sona-36012,unif,over,trial,91,sender,100,0.5,5,55,55,49,0,-6,-294,-29,2822.0560581243644,1642497150399,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)? ",-1,-1,1642497122343,0
sona-36012,unif,over,trial,92,receiver,100,0.5,5,63,69,69,-6,6,-300,-23,5154.556713195479,1642497158921,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)? ",-1,-1,1642497122343,0
sona-36012,unif,over,trial,93,sender,100,0.5,5,60,60,53,0,-7,-300,-30,2462.88875474705,1642497171223,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)? ",-1,-1,1642497122343,0
sona-36012,unif,over,trial,94,receiver,100,0.5,5,65,70,73,-8,8,-308,-22,5316.896651535019,1642497180858,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)? ",-1,-1,1642497122343,0
sona-36012,unif,over,trial,95,sender,100,0.5,5,74,74,70,0,-4,-308,-26,2084.4023453098234,1642497187039,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)? ",-1,-1,1642497187040,0
sona-36012,unif,over,trial,96,receiver,100,0.5,5,38,48,49,-11,11,-319,-15,7388.983105385943,1642497200841,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)? ",-1,-1,1642497187040,0
sona-36012,unif,over,trial,97,sender,100,0.5,5,61,64,60,0,-1,-319,-16,2973.692613958712,1642497216876,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)? ",61,65,1642497216876,0
sona-36012,unif,over,trial,98,receiver,100,0.5,5,66,71,71,-5,5,-324,-11,6135.289191765964,1642497236434,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)? ",-1,-1,1642497216876,0
sona-36012,unif,over,trial,99,sender,100,0.5,5,59,60,50,0,-9,-324,-20,2086.020522660414,1642497254882,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)? ",-1,-1,1642497216876,0
sona-36012,unif,over,trial,100,receiver,100,0.5,5,59,62,62,-3,3,-327,-17,5526.656305090344,1642497264375,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)? ",-1,-1,1642497264375,0
sona-34717,unif,under,practice,1,sender,100,0.5,5,34,26,30,4,-4,4,-4,2343.46283688382,1642716614031,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)? ",34,32,1642716614031,0
sona-34717,unif,under,practice,2,receiver,100,0.5,5,93,87,41,-52,52,-48,48,5772.284147518229,1642716664062,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",87,87,1642716664062,0
sona-34717,unif,under,trial,1,sender,100,0.5,5,17,8,13,4,-4,4,-4,2158.0576029817657,1642716719243,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642716664062,0
sona-34717,unif,under,trial,2,receiver,100,0.5,5,57,54,60,-3,0,1,-4,5646.787000861585,1642716771626,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642716664062,0
sona-34717,unif,under,trial,3,sender,100,0.5,5,42,31,33,9,-9,10,-13,2377.537703688614,1642716785416,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642716664062,0
sona-34717,unif,under,trial,4,receiver,100,0.5,5,68,65,54,-14,14,-4,1,5392.313823647053,1642716801567,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642716664062,0
sona-34717,unif,under,trial,5,sender,100,0.5,5,46,43,46,0,0,-4,1,2334.626579145681,1642716810284,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642716810284,0
sona-34717,unif,under,trial,6,receiver,100,0.5,5,34,27,32,-2,2,-6,3,6005.244657065385,1642716840731,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642716810284,0
sona-34717,unif,under,trial,7,sender,100,0.5,5,89,89,93,0,-4,-6,-1,2099.9586773477977,1642716850267,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642716810284,0
sona-34717,unif,under,trial,8,receiver,100,0.5,5,29,24,42,-13,0,-19,-1,6267.909493996676,1642716862830,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642716810284,0
sona-34717,unif,under,trial,9,sender,100,0.5,5,23,13,22,1,-1,-18,-2,2489.8709525506674,1642716878409,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)? ",23,56,1642716878409,0
sona-34717,unif,under,trial,10,receiver,100,0.5,5,7,2,11,-4,0,-22,-2,6490.921694104403,1642716910274,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)? ",-1,-1,1642716910274,0
sona-34717,unif,under,trial,11,sender,100,0.5,5,48,32,39,9,-9,-13,-11,2212.315356388644,1642716925986,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)? ",-1,-1,1642716910274,0
sona-34717,unif,under,trial,12,receiver,100,0.5,5,84,81,78,-6,6,-19,-5,6361.2607758401045,1642716942709,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)? ",-1,-1,1642716910274,0
sona-34717,unif,under,trial,13,sender,100,0.5,5,41,33,37,4,-4,-15,-9,2649.925784905453,1642716973041,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)? ",-1,-1,1642716910274,0
sona-34717,unif,under,trial,14,receiver,100,0.5,5,70,67,70,0,0,-15,-9,6313.279917037062,1642717005147,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)? ",-1,-1,1642716910274,0
sona-34717,unif,under,trial,15,sender,100,0.5,5,26,25,27,0,-1,-15,-10,2563.6197805108814,1642717016033,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)? ",-1,-1,1642717016033,0
sona-34717,unif,under,trial,16,receiver,100,0.5,5,56,51,80,-24,0,-39,-10,5326.793265146018,1642717028325,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)? ",-1,-1,1642717016033,0
sona-34717,unif,under,trial,17,sender,100,0.5,5,23,0,9,14,-14,-25,-24,2129.934756644986,1642717047075,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)? ",-1,-1,1642717016033,0
sona-34717,unif,under,trial,18,receiver,100,0.5,5,28,21,69,-41,0,-66,-24,5642.928172800635,1642717056318,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)? ",-1,-1,1642717016033,0
sona-34717,unif,under,trial,19,sender,100,0.5,5,70,83,87,0,-17,-66,-41,2458.444240734282,1642717070316,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)? ",70,70,1642717070316,0
sona-34717,unif,under,trial,20,receiver,100,0.5,5,87,81,82,-5,5,-71,-36,5174.4719451736855,1642717085078,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",81,81,1642717085078,0
sona-34717,unif,under,trial,21,sender,100,0.5,5,66,66,75,0,-9,-71,-45,2178.543784331231,1642717099382,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642717085078,0
sona-34717,unif,under,trial,22,receiver,100,0.5,5,31,27,27,-4,4,-75,-41,6050.8186424470205,1642717110728,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642717085078,0
sona-34717,unif,under,trial,23,sender,100,0.5,5,63,63,69,0,-6,-75,-47,2598.5625683435787,1642717118778,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642717085078,0
sona-34717,unif,under,trial,24,receiver,100,0.5,5,75,72,72,-3,3,-78,-44,6192.16202529387,1642717127716,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642717085078,0
sona-34717,unif,under,trial,25,sender,100,0.5,5,74,74,77,0,-3,-78,-47,2185.7332280307555,1642717141246,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642717141246,0
sona-34717,unif,under,trial,26,receiver,100,0.5,5,21,17,20,-1,1,-79,-46,5844.302014672467,1642717160262,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642717141246,0
sona-34717,unif,under,trial,27,sender,100,0.5,5,59,38,43,16,-16,-63,-62,2228.181466562911,1642717176155,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642717141246,0
sona-34717,unif,under,trial,28,receiver,100,0.5,5,48,40,35,-13,13,-76,-49,7313.264248215725,1642717189927,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",40,48,1642717189927,0
sona-34717,unif,under,trial,29,sender,100,0.5,5,67,67,75,0,-8,-76,-57,2408.4060360809144,1642718199306,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642717189927,0
sona-34717,unif,under,trial,30,receiver,100,0.5,5,68,64,67,-1,1,-77,-56,5228.334312091976,1642718209995,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1642718209995,0
